mint,arm,entry_ts,ret,label,m5_buys,vol_m5_usd,pages,sig_n,sig_fail_share,slot_max_share,slot_dense_share,iat_cv,parsed_n,swap_n,buy_n,uniq_buyer_ratio,top_buyer_share,size_cv,size_dup_share,median_sol,wallets_checked,fresh_wallet_share,note
7geXoq4AUGZF7SjEyBmanuPKj9nry8iGSaEPEB1SyPH8,liqctl,1788504477.0,0.38359999999999994,middle,999.0,164807.05,34,2828,0.3586,0.0113,0.668,1.2549,40,40,24,0.9583,0.0833,1.2725,0.5417,0.276529,8,0.0,
4vqw4DTnaz6TEKJRiqcRvMoaE2LtAZTTD2uAKoZ2VDKo,liqctl,1788504477.0,0.6529,middle,1083.0,129970.53,10,2864,0.3404,0.0126,0.7088,1.2243,40,40,28,1.0,0.0357,1.4845,0.5714,0.001933,8,0.0,
EiLdN4JQBVw2396rdQfYDVhcAXV6AHmZawMq5tzYDRLb,surge,1788507522.0,-0.8591,middle,352.0,3837.15,2,513,0.1481,0.0195,0.1949,0.6893,40,40,31,0.9355,0.0968,1.6071,0.6774,0.002067,8,0.0,
FNYmxH2ksRw6Zs1X1TbYUkLyCgV2jaRdfXhfwZ1ajPjx,surge,1788507522.0,0.3902000000000001,middle,1458.0,216539.3,11,1927,0.4027,0.0161,0.7955,1.9351,40,40,32,0.9688,0.0625,1.9383,0.7188,0.001926,8,0.0,
4ztt6Ls43DWrhKkY1sG8aEG9e7eFVjoFkpEezJE1pump,liqctl,1788507522.0,-0.34965,middle,873.0,152345.32,10,1457,0.1984,0.0178,0.7419,0.7718,40,39,25,0.96,0.08,1.4095,0.3333,0.128218,8,0.0,
CozTSN85HBatRy2DuR98suYGWTCGna6buYhKwSnmpump,liqctl,1788507853.0,-0.38954999999999995,middle,606.0,134797.44,25,1148,0.223,0.02,0.4834,0.9343,40,37,18,0.8333,0.2222,0.982,0.3889,1.119202,8,0.0,
J2EHcgnQguytyzByp9HTXiTJUVE7Dhi5sfxLMzMTawZJ,liqctl,1788508975.0,-0.05589999999999995,middle,782.0,82417.84,24,2405,0.3264,0.0116,0.5796,1.2821,40,40,19,1.0,0.0526,1.061,0.4211,0.292718,8,0.0,
9eN9bGCdnhgtBU5nEfhd4PjvYn5UaZNy1AySbJ4npump,surge,1788511023.0,-0.10519999999999996,middle,2372.0,74110.24,26,3738,0.1426,0.0054,0.7432,0.348,40,40,35,0.9714,0.0571,3.8835,0.4412,0.014669,8,0.5,
AuX59sCv9EWKRHT9CfYfRveEsDqaQs4HMrG8ZL1npump,launchctl,1788511543.0,-0.7721,middle,660.0,95560.97,3,1801,0.1433,0.0144,0.7674,0.7739,40,40,20,0.8,0.1,0.8367,0.0,0.628375,8,0.0,
AbKaho5Hb18sKY2879BPhqbvK9AADptyfxFwXFCHpump,surge,1788511543.0,0.12735000000000007,middle,905.0,342.05,22,2549,0.0129,0.0137,0.8211,0.49,40,40,9,1.0,0.1111,0.3429,0.8889,0.00243,8,0.0,
BkXUS3F68ZQ5UQbgAgdsqQGq1Rvj6rqLtxyyHj4Wpump,surge,1788511861.0,-0.04805000000000004,middle,363.0,21402.85,1,566,0.3004,0.0177,0.2898,1.1842,40,37,21,0.9524,0.0952,1.8244,0.2857,0.05001,8,0.125,
2CJ9rFxo8wgoBT1FdDK54ULR883KkL2woyWZqy7Npump,surge,1788512596.0,0.1894499999999999,middle,1678.0,107613.62,40,0,,,,,,,,,,,,,,,window beyond page cap
3nhX5ETSNbV9VKLMrcEv2apyZQ6TUY6Reu99X1BKpump,surge,1788514079.0,0.0383,middle,1172.0,1787.07,14,2737,0.0007,0.0058,0.3339,0.2431,40,40,30,1.0,0.0333,2.4557,0.8667,0.000649,8,0.0,
FaVJEP9cWRzzcZsTEvxHfabtg8ydiJevrB2CirPLpump,wait120,1788514789.0,-0.0403,middle,422.0,46298.98,2,528,0.0417,0.036,0.2462,1.2828,40,37,23,1.0,0.0435,1.9753,0.2174,0.170039,8,0.0,
VbBPN4o4ZC8WgeeKTZzvmQoNMjpT3GSn2nRDoZnpump,surge,1788514789.0,0.0042999999999999705,middle,490.0,1460.33,8,577,0.0,0.0121,0.0381,0.4896,40,40,37,1.0,0.027,5.329,0.973,0.001902,8,0.0,
7Zddh63UHyTQNDDXhnjnua2VXP8rDcFoHVFoBKQbpump,surge,1788515310.0,0.12270000000000003,middle,714.0,49632.13,18,758,0.0079,0.0066,0.0818,0.5863,40,39,30,1.0,0.0333,1.4162,0.4,0.013411,8,0.625,
9c1WJc3UHbX6czi9133GaKtp9WTZdTUzYSVDpd2gpump,surge,1788515310.0,0.0798000000000001,middle,3197.0,800.52,24,6252,0.0002,0.0216,0.9557,0.6125,40,40,13,1.0,0.0769,0.5659,1.0,0.002214,8,0.0,
CvtkBQhKgXneKraxftGw4TAMxyhbEexHsdDyMzENEgDZ,surge,1788517583.0,0.2109000000000001,middle,1239.0,189103.71,11,2139,0.3843,0.0136,0.77,1.5969,40,39,25,0.96,0.08,1.5892,0.52,0.001932,8,0.0,
2eA95XeALhJazazsK59hNCw1rg9CNWncZrwiyyoWpump,liqctl,1788517583.0,-0.4718,middle,760.0,60436.32,40,10765,0.5627,0.0059,1.0,0.0,40,25,18,0.8889,0.1111,1.3132,0.1111,0.149682,8,0.0,
FbEh8uShb7foT18CnkVrYc7xboyGeyyjM2WWRUtWpump,wait120,1788518860.0,-0.051100000000000034,middle,2642.0,295200.96,14,7262,0.4528,0.0149,0.9696,0.2117,40,30,24,0.9167,0.0833,0.9505,0.0,0.363782,8,0.0,
EEokwXGkX1pH1ZZcYFyWxfbGCkntVkNmeRfRUw1pkbZB,liqctl,1788519690.0,0.5056,middle,620.0,210730.18,9,2936,0.4741,0.0072,0.782,1.355,40,40,30,0.9,0.1,1.1089,0.4333,1.470982,8,0.0,
4zu54Htuniz3qYL4Jf9cQFxZkQLVsFbKGtx5Mm5Tpump,surge,1788520656.0,0.03584999999999994,middle,347.0,3683.07,4,638,0.0078,0.0172,0.185,0.5504,40,39,28,0.5714,0.1071,2.64,0.4286,0.0265,8,0.0,
H5VFvA9gwCEUh1eMWqarB1JK4ufDbHeERehLmsEcpump,surge,1788521336.0,0.0472999999999999,middle,342.0,527422.28,4,408,0.0858,0.0441,0.1961,0.5177,40,36,23,0.7826,0.1304,3.0701,0.2609,0.1142,8,0.0,
6TzpyzP3B2MPPmKYay3fD3HLjigb2Efsn9Xkps4Qpump,surge,1788522280.0,0.29689999999999994,middle,989.0,67565.78,34,1246,0.0144,0.0088,0.1172,0.4027,40,40,34,1.0,0.0294,2.098,0.2647,0.05556,8,0.375,
BcPumLZsuXp2eg1P2PUqkhBKk7hhTr37zarE11opEqcc,liqctl,1788522622.0,0.23370000000000002,middle,353.0,35594.25,20,661,0.3177,0.0272,0.7443,5.8017,40,40,25,0.92,0.08,0.5354,0.08,0.46224,8,0.0,
FV61r4wbPBb397P9jiYQpJCASHWndBp61qH4Dj7xn3Hu,surge,1788523395.0,0.1902999999999999,middle,722.0,127810.65,11,1957,0.4808,0.0107,0.791,1.5329,40,40,30,0.9333,0.0667,1.6238,0.6667,0.002296,8,0.0,
BtcWgFAwhy6MBTwfZhxyn18H9iXBqs1ByqvXdvtaLrdf,surge,1788524131.0,-0.7339,middle,577.0,12574.27,6,912,0.136,0.0066,0.0658,0.5722,40,40,31,1.0,0.0323,1.5477,0.6452,0.001928,8,0.0,
AUdjEyu3gEd3CnCM6WbN1r6fhmuU9kVZscqXtqUHpump,surge,1788524131.0,0.0545500000000001,middle,342.0,3508.06,4,756,0.0106,0.0357,0.1852,0.6038,40,39,20,0.75,0.1,0.7141,0.25,0.070954,8,0.0,
51umrH1dodwRHiXGui9SrNs4GQLSZtpyfRV9t3nApump,liqctl,1788524378.0,-0.14005,middle,823.0,171764.51,7,3088,0.3462,0.0094,0.7568,0.5365,40,39,16,0.875,0.1875,1.1204,0.1875,0.334947,8,0.0,
C5E6SFJWzUd27qidVpZQj48f8CRjpdXgPm1pzmnJpump,surge,1788525881.0,0.01639999999999997,middle,923.0,301721.68,20,888,0.0383,0.0203,0.8446,0.5148,40,37,32,0.5625,0.125,2.3105,0.9688,0.001649,8,0.0,
7KkgU73L1eBejV9uB95WHimxsoG7NZLsnCV7GDMCpump,liqctl,1788526926.0,-0.42695000000000005,middle,771.0,89668.77,24,22138,0.6059,0.0113,0.979,0.6071,40,7,3,1.0,0.3333,1.2982,0.0,0.241233,3,0.0,
9CzNGAEutxKHJ5CwYC5Lk8X8YzgYrQnvKChP2BFEpump,liqctl,1788526926.0,0.6428,middle,2931.0,372710.85,40,0,,,,,,,,,,,,,,,window beyond page cap
DyZv9MMngB96HomWazbLU3faafLR5cz2VuzHCY1Qpump,launchctl,1788527614.0,-0.018199999999999994,middle,690.0,175344.36,4,1750,0.1034,0.0314,0.7,0.9915,40,34,10,1.0,0.1,0.9923,0.0,0.983182,8,0.0,
Aug6iiekkLBEU3a6N6pXoJx2i8EfKEt48c37aWiXpump,surge,1788527614.0,0.35125000000000006,middle,1958.0,48853.06,40,0,,,,,,,,,,,,,,,window beyond page cap
Ba4kjZ8o41JxgmrnTFUg9EtQJWbVYmMBhyxQLTEnpump,surge,1788528085.0,-0.02510000000000001,middle,3337.0,336977.07,7,5921,0.1601,0.0069,0.902,0.2298,40,36,27,1.0,0.037,0.9461,0.0,0.307189,8,0.0,
9GrpUvhKAeDRVuJ2rGkFokumDXQNRjTHxjkxJsGhV4Am,surge,1788528694.0,0.53485,middle,964.0,37061.89,9,943,0.2407,0.0159,0.2174,1.2546,40,40,29,1.0,0.0345,1.6627,0.6207,0.001928,8,0.0,
8kDBXMHJRUWDNznLnDkfMZkCi5VZuYSiWXjf5e3nQwWg,liqctl,1788529093.0,-0.022399999999999975,middle,572.0,68414.44,5,1412,0.2266,0.0276,0.5992,0.7619,40,39,26,0.9615,0.0769,1.1817,0.12,0.147262,8,0.0,
JsDXNy7nSgTg6ByKQFGFNaJRCX7ZXsuDoqcnZHvgaqz,surge,1788530591.0,0.53925,middle,1061.0,142187.92,10,1623,0.4609,0.0173,0.7843,1.4344,40,40,34,0.9706,0.0588,1.8166,0.6471,0.001927,8,0.0,
7oPBZEH9nh7F9EGRcCfqUsdz88WTZB4P7G5HhDATDKCM,surgeliq,1788530591.0,0.28180000000000005,middle,1110.0,201763.05,17,2877,0.5349,0.0136,0.8964,1.3684,40,40,35,0.9143,0.0571,1.1513,0.5429,0.002342,8,0.0,
HozAuyTygjRusJP1JdsfVWfrdJpuuFcWJYo2v6pF8Wyq,liqctl,1788530591.0,0.27315,middle,835.0,177201.31,10,1533,0.3659,0.0124,0.6419,2.0327,40,40,33,0.9697,0.0606,2.0012,0.6061,0.002303,8,0.0,
3pCfBG2gNWWwWbKEs7cxvPcvDtaQi7yh9qmVB2Cqpump,surge,1788531220.0,-0.69955,middle,1754.0,203471.72,13,3077,0.1124,0.0078,0.5518,0.2674,40,39,30,0.9667,0.0667,2.0946,0.5667,0.00785,8,0.0,
3cBMPxNX51L7oyK5Pzi8R7C4At4SccGWGHeWrqKYnmCF,liqctl,1788531220.0,-0.49105,middle,699.0,122533.88,17,5524,0.3648,0.0212,0.9252,2.0418,40,17,4,1.0,0.25,1.2632,0.0,1.175505,4,0.0,
45X9LsPU7T8kguTBqcaCJ6rxzVVxuQFsjDXZNy5jpump,surge,1788531389.0,0.34175,middle,356.0,8767.31,6,605,0.005,0.0116,0.0793,3.2428,40,39,24,0.7083,0.125,1.3359,0.3333,0.067587,8,0.0,
EA54QBL5HzTQSyKgURsPkyH4mrbssXCBb4xdFnNPWFtE,liqctl,1788531389.0,0.30105000000000004,middle,1280.0,109796.21,13,3486,0.4094,0.0092,0.9412,1.5203,40,40,30,1.0,0.0333,1.5554,0.5,0.007298,8,0.0,
5eCY2RV3xEYgAdjLg9dqfKSKqCXeMG8PNn47cVgXoTUC,liqctl,1788532827.0,-0.4635,middle,827.0,92701.0,16,8376,0.3841,0.0099,0.9438,0.4882,40,25,15,1.0,0.0667,2.2877,0.1333,0.117771,8,0.0,
BwfPU7kfVrWkaGoNXwSpibqTjuRFwmQWwYafXQtPpump,surge,1788534094.0,0.20690000000000008,middle,369.0,305366.88,40,0,,,,,,,,,,,,,,,window beyond page cap
F215BgbjEohrQXzYNCqGSXpmszQn7Nudk2qGwL4kpump,surge,1788534373.0,-0.33509999999999995,middle,1515.0,83766.14,12,2927,0.0687,0.0147,0.7882,0.7109,40,36,29,0.931,0.069,1.7314,0.5172,0.005575,8,0.0,
2kGoHWjgJuaTQRWC5zBwY6WxQDdUw69Wq5wHZegmsbQi,surgeliq,1788534373.0,0.12824999999999998,middle,386.0,64867.44,11,940,0.5309,0.0181,0.734,1.6267,40,39,29,0.8966,0.1034,1.4726,0.5862,0.001928,8,0.0,
2GAFpDSfotuULr2dRUZYtg85HBHy1PPY9VkbFAydV15m,surge,1788535615.0,0.36545000000000005,middle,509.0,14912.19,16,1447,0.1866,0.0041,0.0311,0.3346,40,40,28,0.9643,0.0714,1.6828,0.7143,0.001926,8,0.0,
D4XWN4GNzPrGstUnbJ7uqkKKb1pdKTaGEJ4QFEj6pump,liqctl,1788537410.0,-0.53,middle,1649.0,95889.7,40,0,,,,,,,,,,,,,,,window beyond page cap
9Pr6Y5MmE1Y6ZLkQmbM4g7GzncGdwCdxgSdsBR8Nazdo,surge,1788537954.0,-0.0027000000000000357,middle,546.0,5763.79,5,735,0.0544,0.0095,0.0259,0.385,40,40,36,1.0,0.0278,3.2215,0.9167,0.00192,8,0.0,
2RACpo9uvpfdxhsHmTPKufWAmSipwh7uQULb3kK6KyB4,liqctl,1788537954.0,-0.021950000000000025,middle,822.0,14083.47,5,2390,0.0623,0.0084,0.4176,0.35,40,39,21,1.0,0.0476,2.1025,0.381,0.069019,8,0.0,
4x8T7z8z2RtaTJtXA1BePHMFdwYUJTkikq1tb1FJQf62,liqctl,1788537954.0,0.2910999999999999,middle,568.0,297484.69,15,1620,0.3475,0.0093,0.316,1.132,40,40,15,0.9333,0.1333,0.9669,0.0,1.457218,8,0.0,
GDK9kvJVi9eyFjuSmW1hRP8q3V2gLLHuVLQ1PUTWpump,surge,1788538895.0,-0.02410000000000001,middle,501.0,9877.5,2,1044,0.3257,0.0201,0.5738,0.5712,40,40,30,1.0,0.0333,0.7775,0.1333,0.117845,8,0.5,
6zom8xrWeoHS6Z3MSyPspHgi1AoM1yif8JUFeUwmpump,surge,1788539399.0,0.27905,middle,561.0,37465.38,16,699,0.0072,0.0072,0.0258,0.5755,40,40,38,1.0,0.0263,1.6739,0.6842,0.010044,8,0.125,
4AvKTAuYZGkCzvzLbmyM69QrrTpmyQCZhT1wKRm292Dr,surge,1788539763.0,0.06509999999999994,middle,1243.0,239412.65,16,3302,0.4031,0.0121,0.9191,1.5281,40,40,31,0.9355,0.0645,2.0305,0.6452,0.001925,8,0.0,
B6DfUsHYvvDjunsCWFiYcJSNMghfW7W3Hr82wSGqpump,surge,1788540609.0,-0.04400000000000004,middle,513.0,24446.6,33,982,0.224,0.0102,0.0804,0.8072,40,40,28,0.9643,0.0714,2.682,0.6071,0.018943,8,0.0,
HLBm9EovjiN7H2TCZGE3vsbmadhzwvc6WhrRLBRypump,liqctl,1788540609.0,0.27335,middle,402.0,26802.63,16,1723,0.3894,0.0261,0.4614,0.7068,40,18,12,1.0,0.0833,0.9006,0.1667,0.115493,8,0.0,
B3ZRUJH6CqAXb31Lzt1rNo8JjVbdq1Ranw3YQapYb1p2,surge,1788541605.0,0.6777,middle,692.0,105713.5,19,1718,0.4633,0.0093,0.5227,1.5694,40,40,34,1.0,0.0294,1.8374,0.7059,0.0021,8,0.0,
sNAZdcSZsydcA1jYroGuzZBJ1XsrFzNGehUC8Ajpump,surge,1788541967.0,-0.005700000000000038,middle,434.0,1218.68,8,561,0.0588,0.025,0.0963,0.6274,40,38,37,1.0,0.027,0.0014,1.0,0.001902,8,0.0,
WynEWXhQn8G7hKGhoJ68bAtBmHnnDiSwBKqTWgYazo9,wait120,1788542699.0,-0.59275,middle,1080.0,56887.08,17,13970,0.8875,0.0153,0.9984,0.1017,40,35,22,0.9091,0.0909,1.7444,0.2727,0.10006,8,0.0,
FXjgjSHP9dRXAUry8z6hzNXh4YVRtFWsybGuuHvwGV61,liqctl,1788542965.0,-0.02949999999999997,middle,562.0,77548.19,7,2452,0.2231,0.0053,0.3259,0.3221,40,39,18,1.0,0.0556,1.3677,0.0,0.124798,8,0.0,
8noZATrhrhzHzPZkhm49CHA4brgeLFABM1bPTHb7kQSu,launchctl,1788544052.0,-0.02695000000000003,middle,424.0,19614.96,3,1868,0.0685,0.0086,0.2061,0.4753,40,38,23,0.9565,0.087,2.6948,0.087,0.068044,8,0.0,
