mint,arm,entry_ts,ret,label,m5_buys,vol_m5_usd,pages,sig_n,sig_fail_share,slot_max_share,slot_dense_share,iat_cv,parsed_n,swap_n,buy_n,uniq_buyer_ratio,top_buyer_share,size_cv,size_dup_share,median_sol,wallets_checked,fresh_wallet_share,note
GT9H2gbRxh17VhbA9CQzA1cBrcuyrMbr54GNN2WkWFad,wait120,1788504937.0,-0.9023,dump,487.0,17392.86,2,1845,0.3339,0.0531,0.7724,1.5271,40,39,16,0.9375,0.125,0.479,0.0,0.164495,8,0.0,
CuQCCFc8CpeXhYbMf1qDTeojF8VAtxQ9x8EQFWoF168h,surge,1788505289.0,2.16615,pump,876.0,45883.72,6,2001,0.2619,0.0065,0.4023,1.1796,40,40,38,1.0,0.0263,2.8593,0.8684,0.002237,8,0.0,
A8Q4QcJm2cqBW5UbRdJDhctD9H7PP8aGw2Kkgy4Y6o6u,surge,1788505289.0,5.26435,pump,441.0,14794.96,7,573,0.0785,0.0122,0.096,0.7198,40,40,30,1.0,0.0333,3.4994,0.6,0.002887,8,0.0,
2dMdkcKMuMcVwz9DF9dKHHdn32QMAHxEkTAphagqpump,liqctl,1788505736.0,-0.9778,dump,396.0,55434.21,4,1393,0.0897,0.0258,0.6698,0.9407,40,37,6,1.0,0.1667,1.0138,0.0,0.368142,6,0.0,
6zkBLVQJZt6mYonkxuTo9ryVTy3q17Nee3fdYWKsWzsU,liqctl,1788506579.0,-1.0,dump,1091.0,162862.72,8,2650,0.4355,0.0087,0.8068,1.4206,40,40,28,1.0,0.0357,1.5653,0.5357,0.002315,8,0.0,
3vfyuEq9Rx1ySBgqGgJa1s8upNdiQEreSwNQwZkdb1GX,launchctl,1788507522.0,1.18615,pump,613.0,101884.44,14,602,0.3505,0.0266,0.5864,5.7051,40,40,23,0.9565,0.087,0.5703,0.087,0.828555,8,0.0,
Esgk5HEtckWx5qCAQaukHfCo3HnqxuPLwE35R9bCk5ye,surge,1788508328.0,-0.99995,dump,523.0,5516.02,2,699,0.123,0.0086,0.1144,0.6061,40,40,29,1.0,0.0345,1.8553,0.7241,0.002128,8,0.125,
BrrZENizArUBsUq3B5ewyx4vK2FDKzqe5t8TmbwMVNHN,surge,1788508975.0,-1.0,dump,659.0,30927.09,3,602,0.1013,0.01,0.0831,0.5784,40,40,30,1.0,0.0333,1.4242,0.7333,0.002887,8,0.125,
7TJqowPWeWmnsFdpUBUpczJjv7VDEP4NA9ygoxRphENM,surge,1788508975.0,-1.0,dump,770.0,18186.31,4,1033,0.091,0.0039,0.0774,0.8281,40,40,30,1.0,0.0333,5.0453,0.8333,0.002636,8,0.0,
7TJkzeyw2Z385CY7hqf8KPE22uk1PGdqq3TJZJGnorz4,liqctl,1788508975.0,1.4047999999999998,pump,553.0,238891.42,10,1354,0.2821,0.0111,0.3996,1.1857,40,40,23,0.9565,0.087,0.6686,0.0,0.576484,8,0.0,
BB4JnPiNSsMHK7bhtE1Qo9bVArTRCsf5k1wiG57pmHau,wait120,1788509714.0,1.5390000000000001,pump,467.0,81791.32,14,565,0.3593,0.0265,0.5894,5.7611,40,40,17,0.9412,0.1176,0.5007,0.0,0.661111,8,0.0,
3GPj3oigRD2d6K5NJsNJebSKA6X1eQ7Gw7jfYSK8tgfE,wait120,1788509714.0,4.55145,pump,452.0,11914.78,7,309,0.1294,0.0162,0.0162,1.8348,40,40,35,1.0,0.0286,2.103,0.7143,0.001928,8,0.0,
DG8dBe3Fe9g1PnVt2Fa1EEEUAKpe8UtjZTwPw7Hup91i,surgeliq,1788510023.0,-1.0,dump,641.0,19167.33,4,1276,0.0878,0.0063,0.0517,0.3956,40,40,27,0.963,0.0741,1.3277,0.7407,0.002887,8,0.0,
6XtoxTKHxk6gh8G6LDXoB9ixggFk6KGsRdbXFd2Ah8Vt,liqctl,1788510668.0,1.6871999999999998,pump,456.0,37727.85,22,795,0.3321,0.0189,0.4692,4.0249,40,40,22,1.0,0.0455,0.9366,0.3182,0.340194,8,0.0,
2TRoKvRFBJGCF2xkoJvfxiSbLziFvfmd9BTFtNQipump,liqctl,1788510668.0,-0.9439,dump,579.0,105000.61,8,1840,0.2049,0.0147,0.7277,0.8089,40,39,18,0.9444,0.1111,0.9455,0.2778,0.268419,8,0.0,
jNYooyQbEfPFesnvSY6WkE1tEj2byq3HJVx2dNMnqXd,surge,1788511023.0,-0.99895,dump,555.0,10618.83,4,751,0.1278,0.0067,0.0173,0.3973,40,40,38,1.0,0.0263,1.9773,0.7632,0.00192,8,0.0,
Hpai8yKzg3jdwpGi7ktW9Ag5riYryhAhuxQvDMED4YzM,liqctl,1788511023.0,2.11005,pump,769.0,103053.92,26,2387,0.2711,0.0113,0.4839,1.1722,40,40,20,0.9,0.1,0.3127,0.0,0.854856,8,0.0,
HSc9zYea5hWgYbjJHJftaxb3D2ULSijKVV1WVyBnn1yv,surge,1788511861.0,-0.9992,dump,372.0,48741.31,7,2536,0.3592,0.0252,0.7319,1.61,40,40,32,1.0,0.0312,2.4452,0.8438,0.002279,8,0.0,
2rhR9r15MC6txcPq85DjaWKmE6ixTJ4Y7crbZ5VrCeTM,liqctl,1788511861.0,-0.9992,dump,479.0,125064.39,11,1212,0.5058,0.0314,0.9109,3.1587,40,40,28,0.8929,0.1071,0.9444,0.2857,1.126492,8,0.0,
HdPHsTSnVMG92YhayW1A2e7r3Ehae9WXUskkMTGAXSt2,surge,1788513022.0,1.0195500000000002,pump,519.0,12434.57,5,608,0.1612,0.0066,0.0197,2.0617,40,40,39,0.9744,0.0513,1.7257,0.6667,0.001922,8,0.0,
6pn5NuVWxKL4NaH6k6nBfEkchBXQQsMGNvT1htc9eKKR,surge,1788513022.0,-1.0,dump,985.0,213934.52,9,2098,0.3808,0.0124,0.6158,1.7207,40,40,34,0.9118,0.0588,1.9803,0.5882,0.002331,8,0.0,
9eGjd6VHbva8CV3MVvT1NWzNn6EmPLDtMCBZfGUjPZje,surge,1788513022.0,-1.0,dump,731.0,18355.85,4,1292,0.0906,0.0054,0.0844,0.4264,40,40,24,0.9583,0.0833,4.4144,0.625,0.002887,8,0.0,
FVMwZ1zAZeGonekUBLMCoUmSfjGuBhhZ1pRVzGAgtcUy,liqctl,1788513022.0,-1.0,dump,552.0,121797.58,13,1728,0.3258,0.0231,0.6047,4.2519,40,40,15,0.9333,0.1333,0.6947,0.0,1.4375,8,0.0,
G3D9NxSYVS2KEkpXisv8TmZ4HkV2yHrMFK8tTxaSQBBN,liqctl,1788513022.0,-0.9992,dump,1126.0,320322.45,11,3189,0.4566,0.0132,0.9091,2.2077,40,39,26,0.9231,0.0769,1.3127,0.3846,0.153175,8,0.0,
EQz6Veaov4kKFLpn6o4jy62SijajoKTVtWJK2MTMHw5V,surge,1788513789.0,1.6117,pump,588.0,14821.48,9,446,0.1637,0.0135,0.0336,2.4644,40,40,34,1.0,0.0294,3.3174,0.7941,0.001924,8,0.0,
DaYVeuHoU4juCenPzyrHCGxSNv5kTVPBr5CvXEQZP9BN,launchctl,1788514789.0,1.4135,pump,833.0,18462.6,7,834,0.283,0.0192,0.3657,2.8243,40,40,32,1.0,0.0312,2.1884,0.8125,0.002125,8,0.0,
3ifeJ9c1dtgpe9ZA2T1ozZn71BouEwTaJCXDNVQv4EwL,surge,1788514789.0,-1.0,dump,1675.0,94131.43,10,2563,0.4268,0.0137,0.952,3.4578,40,40,29,1.0,0.0345,1.5957,0.6897,0.005924,8,0.0,
4pUdJEiUV1iZoFwE9xxEUbM87hHaQE9EeEF7rMJG5f1Q,liqctl,1788514789.0,-1.0,dump,1275.0,234087.61,18,2851,0.4283,0.0133,0.9344,1.9256,40,40,22,0.9545,0.0909,1.2018,0.5455,0.002155,8,0.0,
9MqgJJVYu9ZHzJVAVW34uWRygXACzguEEarQ7x7xBZ5A,launchctl,1788516238.0,2.131,pump,1044.0,52760.15,17,1014,0.4063,0.0306,0.9497,4.6404,40,40,29,1.0,0.0345,1.7257,0.6897,0.00475,8,0.0,
GUUq8nQMCEbhk8QhPsTrjyZH76P1DhwJBzfJgBLKSpA8,liqctl,1788516238.0,-1.0,dump,996.0,196654.96,5,1311,0.3455,0.0137,0.627,1.5325,40,39,29,0.8966,0.1034,1.5621,0.4828,0.024463,8,0.0,
2BE1qVTfhkYDoiTosmGNTScYHBxyGWiEhVTJwFNhwoy5,surge,1788516633.0,-1.0,dump,332.0,2846.4,3,761,0.1827,0.0079,0.1288,0.9248,40,39,24,0.9583,0.0833,2.1986,0.8333,0.002052,8,0.0,
E1SbpgpNb2WQRF2pMyH5f61bYe6T3Lzf74Hkb2wLS6As,surge,1788517174.0,-1.0,dump,1030.0,129634.14,9,1283,0.1902,0.0203,0.9197,5.5402,40,40,34,0.9706,0.0588,1.3656,0.5588,0.002074,8,0.0,
F44rL45jBi1iBm81emqowJMMfBSEA5rW5EwmKoSKF8JJ,surge,1788517174.0,1.2324000000000002,pump,461.0,8428.33,8,535,0.1383,0.0112,0.0355,1.8008,40,40,37,0.973,0.0541,1.93,0.6757,0.001928,8,0.0,
523GTSAVh2UdvKmD8kQ97DH3AzMRRRKPftm23Fmqoj42,liqctl,1788517174.0,-1.0,dump,690.0,213983.06,7,1586,0.1734,0.0101,0.4325,4.7177,40,40,21,0.8571,0.0952,0.5749,0.0,1.482213,8,0.0,
7sJPoHxVthN4ESTFj696XvPqayeaWreXBh5ocBZi5Ysw,surge,1788517583.0,-0.99995,dump,538.0,4354.99,3,637,0.1162,0.0173,0.1586,0.6013,40,40,34,1.0,0.0294,2.347,0.7647,0.002087,8,0.0,
4w5o7Lb67avtPLMgNfbhxnGfuYu63xVHtyJQDvSgWW2b,surge,1788518322.0,-1.0,dump,395.0,102237.73,3,864,0.2477,0.0093,0.3021,1.3508,40,40,31,0.9677,0.0645,1.5649,0.6452,0.002687,8,0.0,
5n5tHNnZtuy9L1yY88dfPtZ5nVQzcsZyRN6oGkCpr5AL,liqctl,1788518322.0,-0.9987,dump,980.0,231847.94,10,3166,0.4049,0.0101,0.7401,0.9539,40,40,26,0.9615,0.0769,1.0594,0.4615,0.803845,8,0.0,
5aWoEGpSFqFXuF23jT6nqkQmbmz2mg1FeHfHS6KCtGzL,liqctl,1788518322.0,-1.0,dump,1125.0,158752.54,14,3396,0.359,0.0112,0.8619,1.4229,40,40,23,0.9565,0.087,0.8133,0.3478,1.004503,8,0.0,
34JxbN21JZupAqYHHKz2zbxZU3F5dXvPxLJdN7ZKVwjd,liqctl,1788518322.0,1.8906999999999998,pump,906.0,88533.69,15,2044,0.4163,0.0103,0.7754,1.5773,40,40,28,0.9286,0.0714,0.8846,0.2857,0.396016,8,0.0,
8Wog9WG9WvnsNjmSrzerQVegxXW7faph7fsNvgAKpump,launchctl,1788518860.0,-0.9826,dump,1519.0,153173.45,12,1213,0.061,0.0132,0.418,1.4135,40,39,32,1.0,0.0312,1.3979,0.125,0.046491,8,1.0,
Cv9kSPFho5Bxu9MSJ7SGzwZJ3FeHYyLWj8HRmkR7RcZs,launchctl,1788518860.0,1.26315,pump,1022.0,220752.08,12,1308,0.4817,0.0168,0.6911,1.719,40,40,28,0.9643,0.0714,1.5872,0.6071,0.002346,8,0.0,
HAVUGyjLp9sZgj8XPJC6XUTz7Ug7aA5hJstDiM9Np1Ft,surgeliq,1788518860.0,-1.0,dump,936.0,190701.69,7,2857,0.3563,0.0077,0.7896,1.3433,40,40,38,1.0,0.0263,3.0825,0.8421,0.00222,8,0.0,
GLRGgpetTFGoetoD2A2CmTVCJTrnqfyxMGqPWFMcpump,liqctl,1788518860.0,1.0754000000000001,pump,354.0,21067.22,40,0,,,,,,,,,,,,,,,window beyond page cap
4fGziB2hHSHvjaacm8BUgiN4sTiwDhD33G3UpdLbunWj,liqctl,1788518860.0,-0.98295,dump,1183.0,96019.0,11,3290,0.2729,0.0061,0.7347,0.46,40,40,14,1.0,0.0714,2.4369,0.9286,0.0001,8,0.0,
7UmvzGKb6SwFSe9f2uJbUU8JyGBugCWLc47ZRAVqW2mT,liqctl,1788519690.0,-1.0,dump,644.0,120498.71,11,2611,0.4041,0.008,0.6821,1.3596,40,40,26,0.9615,0.0769,2.0699,0.6923,0.00193,8,0.0,
AKjd9i2Jzc9VwyEMbM6QnPkmYEYqFUCpgphNDunT7siC,liqctl,1788520395.0,-1.0,dump,768.0,232401.15,8,2450,0.362,0.0086,0.7245,1.4421,40,40,33,0.9697,0.0606,1.9592,0.5758,0.001932,8,0.0,
6K9cnYcf8HBwiQnXJYtdNnb7uMk9h3ThUAySBU38rw3T,liqctl,1788520656.0,-1.0,dump,1079.0,144868.41,19,3219,0.3545,0.0084,0.7754,0.9379,40,40,22,0.9091,0.0909,0.8767,0.2273,0.771519,8,0.0,
XZfrV8eBUsXttwieXsVPjYYvU3VbFHacw7hJbWopump,surge,1788521708.0,1.0568499999999998,pump,1209.0,85198.7,40,342,0.0088,0.0146,0.2047,0.1162,40,40,36,1.0,0.0278,2.2119,0.3333,0.039195,8,0.75,
BKbiYujn1tN9vHsHBFKUNJg6paGrWrLZXgDPsGb2pump,liqctl,1788522280.0,-0.96095,dump,743.0,159513.28,10,2819,0.2192,0.0096,0.6814,0.4904,40,37,15,0.8667,0.2,0.7938,0.1333,1.27797,8,0.0,
8FiAzgk18ReLYeXsVfJRmk5kJCcSoKUiu2bLpDfDfgkr,liqctl,1788522622.0,-1.0,dump,404.0,89068.53,8,1411,0.4968,0.0269,0.9114,1.6723,40,40,22,0.9545,0.0909,1.1013,0.4091,0.333661,8,0.0,
9q5HPEyX721LvfBnhb9Hn2JmxPAZAbgjBiqVuTgpPQKL,liqctl,1788523395.0,1.2114500000000001,pump,551.0,107797.58,30,3488,0.471,0.0077,0.9146,1.5168,40,40,29,1.0,0.0345,0.9298,0.3448,1.252105,8,0.0,
2ofM4n33cEJMUzpS5fi5dfF3P4bEjqmtYpM4JCyYuhTt,surge,1788524378.0,1.5303499999999999,pump,843.0,147685.53,14,2329,0.4981,0.0142,0.7926,2.2373,40,40,30,0.9667,0.0667,1.4469,0.6,0.002364,8,0.0,
GDNRUaCP6ERR8KQ42r6qFSe9A8xx5ig7oHkuJggjdWKa,surge,1788524378.0,-0.9995,dump,1066.0,98688.61,9,3109,0.3889,0.0125,0.8141,1.217,40,40,31,1.0,0.0323,2.0141,0.7419,0.001921,8,0.0,
G6qMTWmjZnTWHr8teiFBEZ8RNf4tgdrP8TW6qweVAG1z,wait120,1788524819.0,-0.9995,dump,817.0,157622.31,3,839,0.3004,0.025,0.59,1.4031,40,40,31,0.9677,0.0645,1.7263,0.6452,0.005476,8,0.0,
mpwk2yfJ8xtB7gKqREXyCpHfBeGd8bBNooTrEkzLs4e,liqctl,1788524819.0,-1.0,dump,1027.0,222177.18,5,1550,0.3774,0.0142,0.8032,1.553,40,39,28,0.9643,0.0714,1.1394,0.4286,0.136104,8,0.0,
A6r7V6brT2tiR9RXvPf7zADKV9FZPfTy7cA8TrsSgYHo,liqctl,1788524819.0,-1.0,dump,1274.0,234962.76,13,3019,0.4488,0.0089,0.9099,3.3013,40,40,25,0.92,0.08,0.9064,0.32,0.553002,8,0.0,
3L4rQjnU3mUJ1XBQwiL5L7v7XrKhMc3v8wWdxjcHXAej,launchctl,1788525667.0,-1.0,dump,399.0,71458.17,9,1106,0.4647,0.0262,0.6655,2.2584,40,40,23,0.9565,0.087,1.4,0.5652,0.002178,8,0.0,
7EpiVg7i7Dt3CLfNHyWq5c6QJuwTueGY8Z4CmLUYjcpc,surge,1788525667.0,8.11415,pump,367.0,12492.84,8,459,0.2331,0.0196,0.1046,3.6433,40,40,38,1.0,0.0263,2.0322,0.7632,0.001927,8,0.0,
BEUdmxNB7dWu1yja2bFSabyHqe6XS8N3xc3SdcUMV6jT,wait120,1788526654.0,-1.0,dump,578.0,141155.29,6,1264,0.447,0.0222,0.9106,1.4478,40,40,25,0.96,0.08,1.3272,0.48,0.204945,8,0.0,
8fau52gte4ajqzLcjDqaB7iNkGFNu4PhPtPDPN1a7476,launchctl,1788526654.0,2.86715,pump,410.0,76306.04,32,1051,0.5109,0.019,0.6746,2.1133,40,40,26,0.9615,0.0769,1.2545,0.5769,0.002162,8,0.125,
2UA4yQ4U9DTmnSKAceQGM8Kw6kXMAk1R72Wz8Ubsak9B,liqctl,1788526926.0,2.6628,pump,918.0,193307.43,19,1684,0.2452,0.0119,0.7114,1.9886,40,40,26,0.8846,0.0769,1.2741,0.4615,0.362052,8,0.0,
Ba4QZohwcbmWg9qb75FzjkighKvQbSoNNWEEXjnL6oyW,wait120,1788527614.0,1.2639999999999998,pump,547.0,8375.72,8,389,0.1054,0.018,0.1028,1.8831,40,40,37,1.0,0.027,3.0574,0.8649,0.001923,8,0.0,
5MVNibdzuD1p9vtL5CJdippVLe56BpbKzjiGaaZJuvdu,wait120,1788527614.0,-0.9692,dump,861.0,57440.07,6,1634,0.1701,0.0116,0.3825,0.5962,40,37,21,1.0,0.0476,1.5078,0.3333,0.096751,8,0.0,
ESSGCTUF2aQL7bZWKbuTZSKj3NF21enH3FqZct7urT8j,liqctl,1788528694.0,1.3861500000000002,pump,339.0,20238.23,8,408,0.1887,0.0221,0.174,2.8867,40,40,24,0.9583,0.0833,1.4833,0.4167,0.006441,8,0.125,
GbRAfrdDpCesPjRiSPtS4HpCSvDH1aeGQQ98xBHPaZ6d,surge,1788529093.0,-1.0,dump,838.0,73874.96,9,2296,0.128,0.0091,0.5305,1.3985,40,40,27,0.8889,0.0741,1.0116,0.3704,0.517334,8,0.0,
8YS5d16mCsWMvYdLWTDkMcsBxBystoEnJn4rz5jEVJzN,surge,1788529921.0,-1.0,dump,506.0,3299.12,2,695,0.0,0.0086,0.0748,0.6288,40,40,28,1.0,0.0357,1.644,0.75,0.002119,8,0.0,
4NZkgKEbz15FpcAavBBwAz2xDU6xehBvqmvZZRM3Xwfo,surge,1788530591.0,-1.0,dump,723.0,12392.74,4,651,0.0015,0.0154,0.3456,1.2176,40,39,34,1.0,0.0294,2.9604,0.8529,0.002156,8,0.0,
FXnrPP14GRGsMorfosC3rUXZGGQ6KNysrPaB14Av7Hk4,surge,1788530591.0,1.1033,pump,889.0,34963.57,11,1278,0.205,0.0094,0.1189,0.6807,40,40,30,0.9333,0.0667,1.663,0.6333,0.001924,8,0.0,
9uijggaaqjc84zg1vxuFvSLg4JB2HjvHnvD56wUbzs9e,liqctl,1788530591.0,1.3247,pump,1454.0,308367.68,17,2627,0.5017,0.0175,0.976,2.2291,40,40,29,1.0,0.0345,1.2517,0.4828,0.095781,8,0.0,
DYcxzW8CsstoyuD49Cb9ccY7C2ccMZ5SUXEVei9tKbxZ,liqctl,1788530591.0,1.6056,pump,873.0,123466.55,13,2544,0.4579,0.0142,0.7661,1.3697,40,40,17,0.8235,0.1176,1.196,0.3529,0.613222,8,0.0,
2wVfeZtjNdpZtTiPTYk3sRiMzVxp4Wb4uvPL4bKXwKBR,surge,1788531220.0,-1.0,dump,588.0,33776.11,3,1141,0.1551,0.0061,0.0482,0.4331,40,40,24,1.0,0.0417,1.7769,0.6667,0.001923,8,0.0,
AZMJVCzqejEmFpTqWRPfgSJvjv8RjxH28xhs3qmydU7C,surge,1788531933.0,-1.0,dump,734.0,57433.52,7,1350,0.4193,0.02,0.8452,1.4112,40,40,29,1.0,0.0345,1.8599,0.7241,0.001925,8,0.0,
C99Me7RQnWG6xVuAr3493xRDHMo2riwqeVAurwFZPA6M,liqctl,1788533530.0,-1.0,dump,900.0,79326.82,13,1778,0.5315,0.0174,0.9235,2.6673,40,40,29,0.9655,0.069,1.2945,0.5517,0.002255,8,0.0,
eBXMC2a73B4fErWzmfwAWGvVrdzyZiaD8fX27YCpump,wait120,1788533769.0,-0.966,dump,451.0,31152.98,5,1256,0.0844,0.0127,0.3025,0.5984,40,31,19,0.8947,0.1579,0.9864,0.0,0.294502,8,0.0,
Em2G6nzTfG4FwJSxhrjSbi9LzVtajvdrFvQegurHpocK,launchctl,1788533769.0,-1.0,dump,447.0,104201.34,7,1407,0.5529,0.0156,0.9247,1.842,40,40,25,0.96,0.08,1.6104,0.52,0.002307,8,0.0,
7kjkiWEnFPnLKxF3iHhqQkzjPiDW8LdmgZo17Q7MLasW,surge,1788533769.0,-1.0,dump,652.0,23712.68,7,1136,0.2905,0.0158,0.4736,1.4944,40,40,33,1.0,0.0303,1.8442,0.6667,0.001929,8,0.0,
CaWZeUM4FvX9dPkjGc2xHS6tSN3qJfTWyvaG77aM5o7h,liqctl,1788533769.0,3.5072,pump,363.0,47604.2,40,0,,,,,,,,,,,,,,,window beyond page cap
4q6TzCpWDtdb745fTzYVZqnrR51kUCTPbEZjzjqr9cxk,surgeliq,1788534373.0,2.0689,pump,787.0,101833.11,21,1638,0.5195,0.0171,0.8828,1.5923,40,40,36,1.0,0.0278,1.6972,0.6389,0.002272,8,0.0,
HYYtvsWusb95KqntRcVFhxGekc4EPhyL6S3qD8rXpump,launchctl,1788535615.0,-0.98755,dump,322.0,41174.81,10,372,0.0457,0.0215,0.1237,0.6072,40,39,30,1.0,0.0333,3.3766,0.2667,0.956855,8,0.0,
4CFQNtC7ZaWEUa7EuN2Me9JFS4DjmKZSJ9YxbxEyVVz3,liqctl,1788535912.0,-0.9499,dump,626.0,44390.26,4,1058,0.1985,0.0123,0.3989,0.3721,40,39,20,1.0,0.05,1.4724,0.1,0.066269,8,0.0,
da6XJNPHWPTVfswR23qrxCfX9j3rcg4a3th5sHR16TD,wait120,1788537410.0,-1.0,dump,419.0,38427.12,2,672,0.125,0.0119,0.253,1.1896,40,40,34,1.0,0.0294,3.7708,0.9118,0.002197,8,0.0,
ArhbQKyvxeotzDuxQqDjo74zcSeuP3QVCXd6WGq5yHko,surge,1788537410.0,-1.0,dump,810.0,109449.66,7,1313,0.4235,0.0152,0.8225,1.648,40,40,29,0.9655,0.069,1.7355,0.6207,0.001932,8,0.0,
6cKSCCe17DskZTqGDsW1gzFwbFMijNzDq43NTHP6TUey,liqctl,1788537410.0,-1.0,dump,1171.0,193409.82,11,2666,0.1493,0.0098,0.8976,1.4639,40,40,29,1.0,0.0345,0.8578,0.3103,1.192192,8,0.0,
9j8tdcjnGS3std8Tq4rckn99ZqeQHm2ZiR55ynzZHnvo,surge,1788537954.0,-1.0,dump,850.0,37526.05,5,1550,0.3239,0.009,0.3316,1.1164,40,40,37,1.0,0.027,3.1418,0.8919,0.002084,8,0.0,
5mgX5zNk858ZWWtonpBN45VeQSBgRU7HdBJMGDhzmJVE,surge,1788538895.0,-1.0,dump,747.0,83274.04,10,2396,0.2475,0.0075,0.6661,1.5577,40,40,26,0.9615,0.0769,1.708,0.6923,0.002149,8,0.0,
Boj7FX8ygVoxrBnQBQAfAoVSAji1TCm2xCtZHaaFbsah,launchctl,1788539399.0,-1.0,dump,438.0,602132.72,2,274,0.0255,0.0219,0.2117,1.9641,40,40,37,0.8649,0.0811,0.7327,0.2432,7.723206,8,0.0,
AL43x5RiqUyRc1wC79utNZoabBaF75aV5EuvwM1idrzS,liqctl,1788540609.0,-1.0,dump,834.0,98270.64,11,3504,0.3664,0.0097,0.8199,1.0358,40,39,25,0.96,0.08,1.3527,0.4,0.258406,8,0.0,
7iqRB5vApT49HZ2aGgihieUu5QAWnFo7a1w6YpHswCKD,wait120,1788542965.0,1.17245,pump,561.0,92107.87,14,3201,0.452,0.0116,0.8935,1.4961,40,40,29,1.0,0.0345,1.4618,0.5517,0.001935,8,0.0,
E7Lj9VqysD498LkeiqwruxMc71MBqq9eHeHLtw15CrRQ,wait120,1788544858.0,-1.0,dump,479.0,103987.83,6,1046,0.4837,0.0239,0.8432,2.934,40,40,29,0.9655,0.069,1.6472,0.5862,0.00193,8,0.0,
2Ec9g49dPXJWmXkKetmjC2mnJ9X9XJgdvVUxPuRoLpSt,launchctl,1788544858.0,-1.0,dump,518.0,49383.15,3,1178,0.4126,0.0187,0.893,1.6567,40,39,31,0.9677,0.0645,1.5126,0.5161,0.002887,8,0.0,
AL1qpobuQ16g312L63WxLQp6q8zhEkcaqnwPqjRcegWT,surge,1788544858.0,2.0566,pump,345.0,22510.94,6,376,0.1277,0.008,0.0,1.3144,40,40,36,1.0,0.0278,1.9834,0.6944,0.001926,8,0.0,
852nrVz4Wc43eTMT3Nta4YL5H8gAGDy2HEBpZPpwaraH,liqctl,1788385405.0,-0.8145,middle,1087.0,71547.09,40,0,,,,,,,,,,,,,,,window beyond page cap
DAqo897y2Wn19BBH59ho5sDbhxguAhQbkTT8vSf3DYf4,wait120,1788386306.0,-0.82735,middle,375.0,3746.76,1,764,0.0785,0.0131,0.1531,0.795,40,40,33,1.0,0.0303,2.4763,0.8182,0.002292,8,0.0,
8QvmZXyauygMJev28JiSeuLQuncRjjXJeYFHWf2haNc,wait120,1788386813.0,-0.8280000000000001,middle,346.0,3292.3,2,948,0.1013,0.0063,0.0928,0.7361,40,40,34,0.9412,0.0588,1.4294,0.5882,0.002294,8,0.0,
9ykE4HYhijFXhk11CoWBdEBuQ78dYp3qqbFK5oRVpump,liqctl,1788387006.0,-0.13505,middle,455.0,24393.58,4,1389,0.4197,0.0115,0.3866,0.8471,40,31,13,1.0,0.0769,1.015,0.0,0.157164,8,0.0,
Cd2b8guD4a4fgNng43Wk9sHDJ11tB8ie3EGABjWdpump,surge,1788387422.0,0.1956,middle,2509.0,3524.21,27,2187,0.0032,0.0123,0.9611,1.3443,40,1,1,1.0,1.0,,,0.00101,1,0.0,
CoDjHtaPXuZnivC54neT6F6qGJCmKTutik9DxsUNw6X9,wait120,1788388371.0,-0.5708500000000001,middle,444.0,31149.45,12,10855,0.9138,0.0193,0.9877,1.1023,40,34,17,1.0,0.0588,1.4044,0.1176,0.100321,8,0.0,
FceKhA7W3wSzpUkbQyrBTaS11AgTHCNNnXZ5Vpc3WJyL,liqctl,1788388371.0,-0.27125,middle,635.0,79122.49,11,6601,0.4449,0.0226,0.8988,0.9576,40,10,9,1.0,0.1111,1.1279,0.0,0.290525,8,0.125,
3UqQmAD1tLCgeS9PB1W3LEx9xKrWp53jZ7GQYuUdYCZW,liqctl,1788388371.0,-0.02575000000000005,middle,355.0,82360.7,6,768,0.1771,0.0534,0.1849,3.9922,40,40,17,1.0,0.0588,0.5353,0.1176,1.364216,8,0.0,
ETNfVNFfEguMv49jDY1GbFwXFW5U4QogCRA7cXoZASY7,wait120,1788391003.0,-0.044300000000000006,middle,352.0,25921.8,6,5307,0.8432,0.0268,0.9408,2.1656,40,39,16,1.0,0.0625,1.5443,0.125,0.320051,8,0.0,
FQDmPtZUxrhBNmxK1Bvw2sBQwbynrTshDcD3J1Capump,liqctl,1788392566.0,-0.17264999999999997,middle,988.0,99861.3,27,19972,0.6788,0.0044,0.998,0.0908,40,19,12,1.0,0.0833,0.3219,0.1667,0.708493,8,0.0,
DCMphc2NDeLaUca4TLrtFvZmQU6i1t338BQTCUCKpump,launchctl,1788392996.0,0.03315000000000001,middle,417.0,102974.62,6,670,0.3104,0.0313,0.4164,0.52,40,38,23,0.913,0.087,4.6595,0.3913,0.024979,8,0.0,
FdjgVL17bMNrpxrGas5wYCkGfCmi1p2DnLbEBXyYHrUR,surgeliq,1788393908.0,0.09794999999999998,middle,1037.0,61105.55,12,1862,0.4001,0.014,0.6498,1.7742,40,39,32,0.9688,0.0625,3.6153,0.8438,0.002329,8,0.0,
81voyUHfuimgHQWkHS4e1nbu94pn54TGbqXYwh4gpump,liqctl,1788393908.0,0.5177,middle,1502.0,104015.28,39,33351,0.6153,0.01,0.9882,0.5219,40,10,5,1.0,0.2,1.5723,0.0,0.059744,5,0.0,
